站点代码，数据时间，气温，气压，相对湿度，风向，风俗，降雨量，能见度
58015,58015,18.9,1008.4,-1714002421,26,3.4,0.0,10393.1
58102,58102,31.6,1000.2,-1714002361,92,11.0,0.6,10084.4
58118,58118,24.7,1014.9,-1714002301,67,0.0,0.5,10142.8
58122,58122,27.1,1022.6,-1714002241,87,4.2,1.0,10342.9
58203,58203,30.6,1019.9,-1714002181,94,14.3,0.6,10151.3
58215,58215,11.1,1020.0,-1714002121,76,8.4,1.0,10011.3
58221,58221,20.7,1018.9,-1714002061,14,12.8,1.1,10212.7
58225,58225,22.8,1018.4,-1714002001,48,10.7,1.3,10169.6
58236,58236,16.5,1008.8,-1714001941,79,10.9,0.7,10473.2
58311,58311,18.7,1021.2,-1714001881,52,11.9,0.6,10012.9
58314,58314,31.7,1011.2,-1714001821,28,4.9,0.8,10153.8
58319,58319,13.6,1003.8,-1714001761,73,8.0,0.3,10324.7
58321,58321,25.9,1014.0,-1714001701,33,7.5,0.6,10360.3
58326,58326,15.2,1005.9,-1714001641,54,12.6,1.3,10039.9
58336,58336,29.0,1018.3,-1714001581,31,2.8,0.1,10068.0
58338,58338,20.3,1022.2,-1714001521,38,7.7,0.9,10018.4
58414,58414,6.4,1012.2,-1714001461,36,13.7,1.5,10090.6
58419,58419,0.3,1008.0,-1714001401,8,11.4,0.8,10047.4
58424,58424,18.1,1022.9,-1714001341,69,10.3,1.0,10348.3
58429,58429,17.6,1014.9,-1714001281,89,11.1,1.3,10084.1
58436,58436,9.0,1003.8,-1714001221,92,7.1,0.6,10147.6
58437,58437,26.6,1021.5,-1714001161,85,12.5,1.1,10128.1
58520,58520,5.4,1002.0,-1714001101,71,7.7,0.6,10237.3
58531,58531,2.7,1017.3,-1714001041,15,14.7,0.2,10342.0
54406,54406,24.8,1017.9,-1714000981,96,7.2,0.2,10398.4
54416,54416,12.9,1013.9,-1714000921,99,1.0,0.2,10132.7
54511,54511,9.7,1021.7,-1714000861,61,3.4,1.0,10047.8
58725,58725,23.1,1023.5,-1714000801,90,11.0,0.7,10045.4
58730,58730,25.5,1001.1,-1714000741,84,14.5,1.5,10154.3
58731,58731,16.5,1009.4,-1714000681,78,13.4,1.5,10483.1
58734,58734,23.5,1011.1,-1714000621,57,4.0,0.5,10108.2
58737,58737,7.5,1017.1,-1714000561,32,12.2,1.2,10331.7
58744,58744,13.1,1009.7,-1714000501,39,13.8,1.0,10308.4
58754,58754,22.2,1023.8,-1714000441,91,2.2,0.4,10018.0
58818,58818,26.5,1000.7,-1714000381,48,6.1,0.7,10388.2
58820,58820,16.7,1005.4,-1714000321,5,2.6,1.1,10198.9
58834,58834,15.8,1021.7,-1714000261,96,13.6,1.3,10059.6
58837,58837,4.2,1007.0,-1714000201,47,6.0,1.3,10329.4
58843,58843,27.9,1014.4,-1714000141,43,10.8,0.5,10488.6
58846,58846,19.6,1022.0,-1714000081,91,7.1,0.2,10237.9
58847,58847,14.9,1024.9,-1714000021,63,4.1,0.9,10144.2
58911,58911,6.8,1013.1,-1713999961,20,4.8,0.9,10097.4
58918,58918,1.1,1004.1,-1713999901,92,11.5,0.9,10484.0
58921,58921,8.9,1020.7,-1713999841,42,2.2,1.5,10017.6
58926,58926,1.0,1012.0,-1713999781,15,1.4,1.2,10319.3
58927,58927,32.3,1014.1,-1713999721,87,2.9,0.1,10201.4
58931,58931,3.9,1000.3,-1713999661,69,12.9,0.7,10489.7
58933,58933,13.2,1020.7,-1713999601,79,12.4,0.3,10339.7
58936,58936,18.0,1004.0,-1713999541,86,3.5,1.5,10365.7
58944,58944,2.9,1021.4,-1713999481,90,6.5,0.3,10336.5
59113,59113,0.2,1017.5,-1713999421,97,5.8,1.3,10179.7
59126,59126,26.9,1019.6,-1713999361,58,2.5,0.7,10370.7
59133,59133,5.9,1011.3,-1713999301,31,1.3,0.7,10016.2
59134,59134,26.2,1024.6,-1713999241,36,4.5,0.8,10153.7
59321,59321,3.7,1017.6,-1713999181,15,14.1,1.4,10141.1
52323,52323,21.4,1013.7,-1713999121,57,0.6,0.9,10401.8
52418,52418,11.8,1003.5,-1713999061,89,6.0,0.6,10355.7
52424,52424,7.7,1014.3,-1713999001,28,14.9,1.5,10030.3
52436,52436,1.9,1025.8,-1713998941,45,4.9,0.6,10312.6
52446,52446,0.4,1013.7,-1713998881,10,0.2,0.5,10281.9
52447,52447,32.1,1005.7,-1713998821,10,8.4,0.1,10299.2
52533,52533,17.7,1009.3,-1713998761,62,5.1,1.2,10048.5
52546,52546,1.0,1017.2,-1713998701,30,5.3,0.1,10342.2
52652,52652,6.0,1013.5,-1713998641,84,5.9,0.4,10475.3
52661,52661,10.6,1012.1,-1713998581,21,14.5,1.3,10028.7
52674,52674,18.7,1001.1,-1713998521,46,4.9,1.4,10011.6
52679,52679,0.1,1021.4,-1713998461,42,10.8,0.6,10448.4
52681,52681,11.3,1018.0,-1713998401,70,3.2,0.9,10385.1
52787,52787,8.0,1010.2,-1713998341,52,6.1,0.4,10195.7
52797,52797,11.9,1005.0,-1713998281,47,13.6,0.3,10262.6
52884,52884,5.0,1012.3,-1713998221,57,4.9,1.0,10431.1
52895,52895,4.9,1016.2,-1713998161,54,7.0,0.6,10169.8
52983,52983,22.6,1009.0,-1713998101,1,12.5,0.3,10416.6
52984,52984,32.1,1025.2,-1713998041,84,3.3,0.9,10405.1
52986,52986,7.7,1005.5,-1713997981,93,2.0,0.9,10263.9
52996,52996,6.0,1020.8,-1713997921,43,2.5,1.1,10173.4
53821,53821,5.4,1008.3,-1713997861,90,14.5,0.1,10453.0
53915,53915,29.1,1023.6,-1713997801,5,12.4,1.5,10485.0
53923,53923,1.4,1026.1,-1713997741,84,13.7,0.4,10172.7
56074,56074,23.9,1010.1,-1713997681,89,13.4,0.3,10284.0
56080,56080,2.5,1025.5,-1713997621,15,5.0,0.3,10335.3
56093,56093,13.3,1018.6,-1713997561,16,14.2,1.2,10014.2
56096,56096,17.4,1005.2,-1713997501,81,12.6,0.3,10477.8
57014,57014,3.6,1008.5,-1713997441,52,12.6,1.2,10089.8
57996,57996,9.9,1013.7,-1713997381,70,0.7,0.3,10015.2
59072,59072,6.1,1014.8,-1713997321,49,13.4,1.1,10369.6
59082,59082,4.4,1007.5,-1713997261,56,14.5,1.1,10194.7
59087,59087,0.1,1013.3,-1713997201,90,0.0,0.0,10277.3
59088,59088,7.9,1001.4,-1713997141,21,6.1,0.1,10175.9
59096,59096,8.1,1016.0,-1713997081,51,6.3,0.6,10306.3
59097,59097,7.3,1021.6,-1713997021,16,10.1,1.1,10318.9
59107,59107,0.4,1004.3,-1713996961,6,11.1,1.0,10397.6
59116,59116,15.1,1018.2,-1713996901,73,2.1,0.8,10179.6
59117,59117,28.7,1011.3,-1713996841,51,1.0,1.2,10492.9
