站点代码，数据时间，气温，气压，相对湿度，风向，风俗，降雨量，能见度
58015,58015,21.9,1007.0,-1052834293,12,14.9,1.3,10342.0
58102,58102,21.2,1010.9,-1052834233,36,2.6,1.1,10231.6
58118,58118,1.4,1017.4,-1052834173,94,3.7,0.3,10414.2
58122,58122,22.5,1009.5,-1052834113,76,1.3,0.8,10213.4
58203,58203,12.5,1012.3,-1052834053,62,2.0,1.2,10291.0
58215,58215,11.4,1023.6,-1052833993,83,9.7,1.3,10447.9
58221,58221,12.1,1014.3,-1052833933,75,7.9,0.0,10403.2
58225,58225,5.6,1017.4,-1052833873,47,2.6,0.6,10007.0
58236,58236,9.3,1001.0,-1052833813,5,10.0,1.3,10275.0
58311,58311,12.7,1025.1,-1052833753,84,13.4,0.1,10408.2
58314,58314,26.5,1018.7,-1052833693,56,1.2,1.4,10365.3
58319,58319,24.7,1017.2,-1052833633,53,4.3,0.3,10035.5
58321,58321,2.5,1011.1,-1052833573,41,12.1,0.0,10408.3
58326,58326,29.1,1026.0,-1052833513,97,5.8,0.4,10259.0
58336,58336,32.1,1023.4,-1052833453,52,3.8,0.6,10450.6
58338,58338,2.6,1003.0,-1052833393,92,4.4,0.7,10492.8
58414,58414,15.9,1023.9,-1052833333,46,11.5,1.3,10354.7
58419,58419,23.5,1013.0,-1052833273,18,10.0,1.0,10442.4
58424,58424,9.2,1014.8,-1052833213,53,9.7,0.3,10408.8
58429,58429,16.0,1025.6,-1052833153,21,10.2,1.1,10141.3
58436,58436,21.6,1013.1,-1052833093,37,10.1,0.1,10226.8
58437,58437,5.2,1024.0,-1052833033,18,0.5,0.7,10005.1
58520,58520,30.0,1007.8,-1052832973,85,10.1,0.4,10371.7
58531,58531,26.5,1017.1,-1052832913,100,10.3,1.1,10333.8
54406,54406,20.3,1022.7,-1052832853,12,4.0,0.3,10129.3
54416,54416,30.1,1000.8,-1052832793,91,5.3,0.3,10048.7
54511,54511,13.1,1001.6,-1052832733,51,5.1,0.2,10359.5
58725,58725,12.3,1022.8,-1052832673,52,6.4,0.6,10164.9
58730,58730,21.9,1021.8,-1052832613,23,5.7,0.9,10068.0
58731,58731,21.0,1017.0,-1052832553,26,11.8,1.5,10497.3
58734,58734,4.0,1026.0,-1052832493,34,7.3,1.5,10067.7
58737,58737,9.6,1016.1,-1052832433,36,14.6,1.0,10175.7
58744,58744,20.2,1016.8,-1052832373,33,1.8,1.4,10386.3
58754,58754,15.7,1022.7,-1052832313,44,2.7,0.4,10127.5
58818,58818,6.5,1012.6,-1052832253,32,11.3,0.8,10209.3
58820,58820,5.2,1019.8,-1052832193,59,7.4,1.3,10370.8
58834,58834,23.3,1007.0,-1052832133,86,2.8,0.9,10451.8
58837,58837,32.7,1014.1,-1052832073,76,6.8,0.6,10173.2
58843,58843,15.9,1000.6,-1052832013,79,7.9,0.9,10345.0
