站点代码，数据时间，气温，气压，相对湿度，风向，风俗，降雨量，能见度
58015,58015,14.6,1022.7,853526027,8,13.9,0.9,10189.0
58102,58102,32.9,1010.5,853526087,80,2.0,1.1,10034.2
58118,58118,26.7,1015.3,853526147,48,8.3,0.5,10394.0
58122,58122,3.2,1005.6,853526207,3,14.8,1.0,10117.2
58203,58203,17.8,1025.4,853526267,71,12.6,0.6,10434.2
58215,58215,23.9,1013.4,853526327,27,3.6,0.5,10004.6
58221,58221,8.4,1008.5,853526387,74,10.0,0.0,10125.1
58225,58225,25.0,1000.2,853526447,35,1.3,1.2,10309.0
58236,58236,7.8,1020.4,853526507,56,14.3,1.3,10178.5
58311,58311,9.3,1001.0,853526567,74,6.6,1.1,10339.8
58314,58314,10.3,1009.2,853526627,38,13.2,0.6,10484.9
58319,58319,27.8,1019.7,853526687,80,0.9,0.1,10117.2
58321,58321,10.8,1025.8,853526747,34,0.8,0.4,10065.0
58326,58326,10.1,1016.8,853526807,68,12.3,1.2,10003.7
58336,58336,7.4,1024.5,853526867,34,14.7,1.0,10102.6
58338,58338,7.9,1007.7,853526927,14,11.4,1.2,10103.4
58414,58414,0.1,1002.9,853526987,81,1.3,0.9,10263.9
58419,58419,22.6,1006.1,853527047,55,2.4,0.6,10198.7
58424,58424,26.5,1010.7,853527107,74,5.4,1.0,10439.7
58429,58429,13.2,1024.3,853527167,52,11.2,0.5,10394.2
58436,58436,24.4,1015.1,853527227,89,2.1,1.2,10478.4
58437,58437,20.3,1023.3,853527287,94,13.9,0.3,10317.8
58520,58520,1.9,1016.3,853527347,94,13.8,0.6,10374.2
58531,58531,33.3,1024.2,853527407,97,0.2,0.4,10479.8
54406,54406,30.3,1007.7,853527467,81,13.0,1.2,10251.9
54416,54416,23.5,1025.3,853527527,2,2.2,1.4,10151.0
54511,54511,2.4,1020.1,853527587,87,2.1,0.3,10318.6
58725,58725,13.2,1019.5,853527647,1,11.9,1.3,10318.1
58730,58730,5.0,1023.4,853527707,81,1.8,0.1,10486.8
58731,58731,19.9,1013.3,853527767,29,12.4,0.2,10395.6
58734,58734,29.9,1017.3,853527827,91,2.4,0.8,10279.2
58737,58737,6.5,1001.2,853527887,33,0.4,1.3,10358.0
58744,58744,25.8,1017.7,853527947,12,8.1,1.2,10415.4
58754,58754,19.6,1011.7,853528007,19,14.2,1.0,10338.5
58818,58818,24.5,1009.0,853528067,46,10.9,0.7,10152.4
58820,58820,33.8,1026.0,853528127,17,12.2,1.3,10171.4
58834,58834,16.0,1016.9,853528187,55,6.6,0.2,10437.6
58837,58837,25.0,1010.2,853528247,89,12.1,1.0,10377.0
58843,58843,23.6,1016.6,853528307,58,3.7,1.4,10242.6
58846,58846,8.9,1015.4,853528367,25,0.6,0.9,10323.7
58847,58847,10.8,1019.2,853528427,7,2.6,0.4,10009.6
58911,58911,24.0,1025.8,853528487,65,9.0,0.0,10115.9
58918,58918,34.9,1000.5,853528547,49,11.6,0.9,10047.6
58921,58921,25.2,1006.9,853528607,6,5.0,1.0,10390.7
58926,58926,24.8,1017.3,853528667,99,11.5,0.4,10418.3
58927,58927,7.0,1008.6,853528727,58,14.7,1.3,10430.3
58931,58931,4.6,1008.0,853528787,32,3.5,1.1,10319.2
58933,58933,34.5,1002.7,853528847,40,4.6,0.8,10087.7
58936,58936,5.5,1013.3,853528907,43,10.1,0.4,10411.2
58944,58944,28.3,1014.1,853528967,91,11.4,0.4,10202.5
59113,59113,27.4,1003.3,853529027,89,4.9,1.1,10424.9
59126,59126,2.5,1020.6,853529087,39,14.0,0.1,10107.3
59133,59133,8.4,1005.2,853529147,10,0.6,0.3,10328.9
59134,59134,24.6,1018.1,853529207,88,13.9,0.5,10365.4
59321,59321,15.7,1010.2,853529267,49,0.1,0.0,10355.0
52323,52323,16.5,1003.5,853529327,81,11.3,0.6,10283.3
52418,52418,18.4,1021.4,853529387,32,2.8,0.4,10240.5
52424,52424,17.8,1022.1,853529447,21,3.4,0.7,10194.7
52436,52436,23.1,1002.6,853529507,22,11.4,0.1,10213.3
52446,52446,35.0,1012.0,853529567,22,12.2,0.5,10080.9
52447,52447,4.6,1011.0,853529627,93,12.6,0.7,10292.1
52533,52533,13.4,1009.0,853529687,9,0.8,0.4,10387.3
52546,52546,18.4,1007.7,853529747,64,2.6,0.1,10056.1
52652,52652,7.7,1012.1,853529807,50,6.8,0.3,10208.1
52661,52661,2.9,1011.1,853529867,94,5.2,1.4,10437.4
52674,52674,31.0,1022.8,853529927,52,2.9,1.1,10299.0
52679,52679,15.8,1001.7,853529987,63,3.1,0.2,10407.6
52681,52681,31.2,1021.3,853530047,4,12.1,0.1,10447.8
52787,52787,7.1,1022.1,853530107,91,0.4,0.0,10231.2
52797,52797,23.4,1015.7,853530167,32,3.7,1.4,10485.1
52884,52884,14.4,1011.9,853530227,50,3.6,0.0,10240.2
52895,52895,19.3,1016.2,853530287,98,0.5,0.9,10186.2
52983,52983,2.5,1011.6,853530347,36,13.2,0.5,10489.5
52984,52984,10.0,1020.1,853530407,70,8.3,0.4,10041.0
52986,52986,19.3,1007.0,853530467,59,13.1,1.2,10262.0
52996,52996,5.9,1017.9,853530527,92,11.8,1.3,10125.2
53821,53821,11.5,1015.2,853530587,41,14.8,1.1,10315.6
53915,53915,6.5,1001.2,853530647,32,1.4,0.4,10474.9
53923,53923,7.7,1024.2,853530707,2,8.9,0.8,10454.6
56074,56074,4.0,1021.4,853530767,12,4.8,1.5,10186.6
56080,56080,3.4,1009.1,853530827,90,4.0,0.1,10365.6
56093,56093,7.7,1022.6,853530887,73,6.1,0.3,10093.5
56096,56096,24.3,1024.0,853530947,9,1.0,0.1,10243.4
57014,57014,23.1,1002.0,853531007,10,4.9,0.8,10227.4
57996,57996,9.5,1023.4,853531067,88,12.7,0.1,10165.0
59072,59072,0.8,1011.0,853531127,8,1.9,1.1,10463.0
59082,59082,8.9,1005.0,853531187,73,9.0,1.2,10173.9
59087,59087,27.4,1021.3,853531247,29,6.9,0.1,10252.6
59088,59088,24.5,1002.9,853531307,86,14.3,0.9,10152.1
59096,59096,30.2,1004.9,853531367,99,11.6,0.5,10391.9
59097,59097,33.0,1003.4,853531427,78,1.9,0.9,10129.3
59107,59107,17.1,1008.1,853531487,59,12.7,1.0,10425.6
59116,59116,29.2,1011.0,853531547,93,9.6,1.4,10132.3
59117,59117,16.1,1010.8,853531607,27,10.7,0.8,10411.7
59271,59271,16.6,1008.4,853531667,54,6.5,0.2,10237.1
59278,59278,33.2,1017.9,853531727,8,11.5,0.9,10437.2
59280,59280,29.6,1022.5,853531787,83,3.5,0.2,10148.5
59287,59287,8.9,1021.9,853531847,50,10.7,1.1,10463.7
59289,59289,30.2,1011.1,853531907,93,8.2,0.9,10421.2
59293,59293,12.5,1022.2,853531967,36,6.6,0.6,10115.8
59294,59294,30.7,1024.2,853532027,2,6.5,1.1,10015.6
59298,59298,23.5,1019.7,853532087,78,11.6,0.7,10207.2
59303,59303,17.4,1023.9,853532147,47,0.8,1.5,10452.3
59304,59304,0.0,1014.3,853532207,44,2.0,0.3,10343.6
59306,59306,18.0,1020.6,853532267,18,3.1,1.1,10344.0
59310,59310,5.8,1009.6,853532327,17,6.8,1.0,10386.5
59316,59316,20.0,1004.8,853532387,92,7.9,1.0,10140.7
59317,59317,22.2,1025.9,853532447,97,1.9,1.5,10401.6
59324,59324,24.2,1019.3,853532507,5,9.2,0.1,10241.1
59456,59456,2.8,1020.2,853532567,1,4.9,1.3,10167.3
59462,59462,27.1,1002.8,853532627,59,13.8,0.1,10186.1
59478,59478,22.6,1024.2,853532687,28,11.8,0.7,10089.0
59485,59485,22.8,1019.9,853532747,62,3.3,1.3,10073.4
59488,59488,9.3,1020.2,853532807,68,13.1,0.3,10307.4
59493,59493,15.7,1015.3,853532867,3,5.3,0.0,10070.9
59501,59501,26.6,1018.7,853532927,29,0.1,1.5,10263.0
59658,59658,10.9,1026.2,853532987,58,9.6,1.4,10186.4
59663,59663,18.1,1026.1,853533047,7,12.5,0.9,10379.9
59664,59664,5.3,1024.8,853533107,96,8.1,1.0,10173.9
59673,59673,7.8,1023.5,853533167,56,12.4,1.5,10495.3
59754,59754,28.3,1023.2,853533227,60,7.6,0.4,10477.1
57947,57947,31.7,1023.1,853533287,5,2.9,1.0,10042.7
57957,57957,14.2,1000.3,853533347,82,3.3,0.5,10338.6
57958,57958,3.7,1023.7,853533407,53,13.9,1.2,10445.2
59021,59021,33.7,1011.8,853533467,24,3.6,0.7,10462.4
59023,59023,31.0,1024.0,853533527,57,4.6,0.8,10167.7
59027,59027,0.9,1025.1,853533587,12,1.4,1.2,10355.3
