站点代码，数据时间，气温，气压，相对湿度，风向，风俗，降雨量，能见度
58015,58015,8.7,1008.4,-1339722229,5,5.3,0.0,10286.7
58102,58102,22.0,1001.9,-1339722169,87,1.8,0.8,10391.2
58118,58118,13.8,1011.7,-1339722109,20,7.7,1.5,10000.8
58122,58122,28.5,1014.7,-1339722049,23,7.1,1.5,10084.4
58203,58203,3.9,1022.8,-1339721989,24,10.3,1.5,10036.9
58215,58215,16.8,1021.4,-1339721929,98,7.8,0.0,10424.1
58221,58221,22.7,1005.0,-1339721869,20,7.4,0.2,10339.2
58225,58225,4.1,1012.9,-1339721809,48,6.6,1.3,10295.0
58236,58236,15.4,1001.3,-1339721749,35,9.6,1.4,10140.6
58311,58311,4.4,1023.4,-1339721689,10,0.1,1.4,10325.0
58314,58314,31.3,1008.1,-1339721629,52,0.9,0.6,10347.0
58319,58319,30.0,1011.2,-1339721569,91,12.3,0.5,10459.8
58321,58321,21.4,1023.6,-1339721509,61,6.4,0.6,10016.4
58326,58326,5.0,1022.6,-1339721449,74,9.8,1.0,10206.1
58336,58336,16.8,1017.3,-1339721389,18,4.1,0.8,10134.9
58338,58338,24.2,1025.9,-1339721329,15,5.6,0.8,10096.2
58414,58414,12.6,1015.6,-1339721269,38,0.7,0.1,10480.6
58419,58419,27.6,1020.5,-1339721209,92,0.4,1.2,10086.1
58424,58424,19.0,1020.9,-1339721149,30,9.4,0.6,10068.2
58429,58429,8.7,1013.1,-1339721089,49,11.5,0.2,10352.7
58436,58436,8.2,1020.1,-1339721029,8,11.7,0.0,10434.5
58437,58437,26.3,1003.5,-1339720969,33,14.0,1.5,10438.6
58520,58520,11.8,1005.6,-1339720909,43,4.2,0.3,10257.1
58531,58531,17.3,1016.6,-1339720849,90,14.2,0.9,10256.7
54406,54406,23.8,1024.9,-1339720789,93,2.5,1.1,10452.0
54416,54416,26.6,1025.5,-1339720729,65,14.0,0.4,10102.2
54511,54511,22.7,1008.5,-1339720669,12,6.8,0.1,10318.6
58725,58725,7.5,1011.1,-1339720609,84,14.8,0.8,10011.2
58730,58730,14.1,1011.3,-1339720549,42,6.7,1.3,10047.5
58731,58731,15.0,1018.6,-1339720489,25,3.1,0.0,10444.1
58734,58734,11.5,1016.5,-1339720429,84,6.5,1.1,10434.9
58737,58737,17.7,1023.5,-1339720369,17,7.7,0.3,10147.9
58744,58744,16.6,1010.7,-1339720309,29,14.1,0.5,10103.0
58754,58754,29.0,1010.2,-1339720249,61,4.3,1.3,10342.6
58818,58818,11.8,1021.2,-1339720189,59,2.0,0.5,10238.6
58820,58820,31.9,1019.8,-1339720129,96,3.9,0.8,10009.2
58834,58834,30.6,1009.5,-1339720069,22,4.3,0.9,10123.9
58837,58837,1.9,1020.5,-1339720009,41,2.9,1.3,10197.3
58843,58843,6.7,1018.5,-1339719949,2,6.9,0.3,10283.4
58846,58846,32.3,1018.7,-1339719889,14,14.3,1.2,10100.9
58847,58847,14.0,1013.2,-1339719829,74,13.8,1.0,10135.4
58911,58911,25.3,1002.5,-1339719769,64,1.7,0.8,10187.3
58918,58918,16.1,1024.9,-1339719709,20,9.9,0.8,10484.3
58921,58921,28.0,1011.4,-1339719649,79,13.3,0.3,10157.9
